gen,idx,total_index,L5,NF5,NM5,W5,LCAP,NMCAP,WCAp,IRL,NML,NTL,L34,W34,NM34,NF34,VB,L12,NF12,NM12,W12,Fosc_Hz,PD_W,V1pk_V,V1rms_V,PN_100k_dBc,PN_1M_dBc,FOM_100k,FOM_1M,cost
1,19,70,4.669377e-07,1,6,8.256287e-06,7.594871e-06,9,9.111097e-06,4.5772e-05,1,6,3.911503e-07,7.959999e-06,8,2,0.9833993,2.995523e-07,3,8,7.290798e-06,1.559185e+09,0.006101761,1.812877,0.9064387,-100.2662,-124.4154,-176.2696,-180.4188,0.5083574
1,20,71,4.114488e-07,2,8,5.858958e-06,5.95535e-06,10,8.929024e-06,3.779519e-05,1,3,1.846012e-07,7.924062e-06,9,3,0.9498699,3.270893e-07,2,6,9.449629e-06,3.508258e+09,0.01195042,1.825039,0.9125195,-94.03231,-119.2404,-174.1603,-179.3684,0.1656695
1,21,72,3.92962e-07,2,8,8.181607e-06,8.739657e-06,9,5.732886e-06,4.600233e-05,1,7,3.736684e-07,8.566473e-06,8,4,0.9559708,3.49288e-07,4,7,7.281547e-06,nil,0.01487627,nil,nil,nil,nil,1e+12,1e+12,3e+12
1,22,73,4.639198e-07,4,7,6.425492e-06,9.804746e-06,8,8.291397e-06,4.101196e-05,1,4,4.365405e-07,6.843559e-06,10,4,0.8114129,3.498708e-07,4,8,8.831927e-06,1.984104e+09,0.01200364,1.802986,0.901493,-99.28525,-123.911,-174.4434,-179.0692,0.4350672
1,23,74,2.569832e-07,2,10,5.859885e-06,8.735038e-06,7,5.793362e-06,3.086023e-05,1,5,2.817716e-07,8.287014e-06,6,4,1.168802,4.199195e-07,2,7,8.749465e-06,2.428139e+09,0.01665975,2.010616,1.005308,-96.93288,-120.605,-172.4217,-176.0938,0.8138832
1,24,75,2.320476e-07,2,9,5.698301e-06,6.97481e-06,9,7.862077e-06,3.536088e-05,1,8,4.29169e-07,8.766806e-06,7,4,0.8094295,4.281008e-07,2,8,5.481497e-06,1.208672e+09,0.01012738,1.99266,0.9963298,-99.3058,-123.7072,-170.897,-175.2984,0.6755445
1,25,76,2.13135e-07,2,6,5.209518e-06,7.478917e-06,8,6.373114e-06,4.519345e-05,1,8,2.142405e-07,7.122605e-06,7,4,0.876128,2.942094e-07,3,6,7.485496e-06,1.202225e+09,0.01085937,2.043463,1.021731,-89.02645,-116.6352,-160.2681,-167.8768,0.7081462
1,26,77,4.482299e-07,2,9,7.863371e-06,8.237583e-06,4,7.563995e-06,4.039286e-05,1,2,3.144276e-07,6.182424e-06,6,2,0.9634709,4.734522e-07,3,7,7.207494e-06,5.730665e+09,0.008228979,1.628705,0.8143525,-90.30937,-115.2616,-176.32,-181.2723,0.02265394
1,27,78,2.339534e-07,3,8,8.651742e-06,8.246579e-06,9,9.053169e-06,3.127748e-05,1,7,3.117535e-07,7.480091e-06,8,2,0.7601045,2.681553e-07,3,6,6.833407e-06,1.582916e+09,0.01281113,1.985876,0.992938,-97.32874,-122.0331,-170.242,-174.9464,0.6422161
1,28,79,3.434423e-07,3,8,8.456741e-06,6.581513e-06,3,9.327276e-06,4.682091e-05,1,2,3.539415e-07,6.54924e-06,8,3,0.871701,2.834418e-07,2,8,6.632803e-06,5.429716e+09,0.01296607,1.904771,0.9523855,-92.26499,-116.6854,-175.8324,-180.2529,0.1649731
